# Lux chain differential corpus.
# Generated by conformance/gen from the Go P-chain and X-chain.
# V	<id>	<chain>	<op>	<wire-hex>
V	P_ADD_CHAIN_VALIDATOR_TRAIL_4	P	tx	5a41500002000000e00000008101000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c800000000000000000000000100000000000000000000000000000000000000000000000c0100000003030303030303030303030303030303030303030303030303030303030303030bffffff010000004bffffff010000005bffffff01000000b3ffffff0100000000000000000000000505050505050505050505050505050505050505e803000000000000e878120000000000320000000000000006060606060606060606060606060606060606060606060606060606060606065fffffff010000005a41500002000000a8000000b800000000000000010000000100000001000000db29830f57afe31c6492a2e8e89fc7fc43ef5ca7ae59d17c0854927633226e4f2eb5fa8f5655994bf899e4b3bc50d099fbd8642b59438cbe4f13d9c3bd8bc5f601db29830f57afe31c6492a2e8e89fc7fc43ef5ca7ae59d17c0854927633226e4f2eb5fa8f5655994bf899e4b3bc50d099fbd8642b59438cbe4f13d9c3bd8bc5f60100000000000068ffffff0200000070ffffff02000000ffffffff
V	P_ADD_DELEGATOR_TRUNC_QUARTER	P	tx	5a4150000200000050010000ed010000090909090909090909090909090909090909090909090909090909090909090900000000000000006400000000000000010000000000000000000000000000000100000000000000010101010101010101010101010101010101010100000000010101010101010101010101010101010101010101010101010101010101010100000000090909
V	P_ADD_DELEGATOR_TRUNC_HALF	P	tx	5a4150000200000050010000ed01000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000000909090909090909090909090909090909090909090909090909090909090909000000000000000032000000000000000100000000000000000000000000000001000000000000000202020202020202020202020202
V	P_ADD_DELEGATOR_TRUNC_MINUS1	P	tx	5a4150000200000050010000ed01000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000000909090909090909090909090909090909090909090909090909090909090909000000000000000032000000000000000100000000000000000000000000000001000000000000000202020202020202020202020202020202020202000000000303030303030303030303030303030303030303000000000d0100000003030303030303030303030303030303030303030303030303030303030303039bfeffff01000000dbfeffff01000000ebfeffff0100000043ffffff0100000000000000000000000505050505050505050505050505050505050505e803000000000000e87812000000000032000000000000000fffffff010000004fffffff0100000001000000000000000000000053ffffff010000005a41500002000000600000007000000000000000010000002a9444beac24a0bff18d8a00317b03aa70bb33461e9d649c8f384e53cdc3040470c47cc01acbf7c80e58c48bf3cd39488280ea2e369ce3c7079ab3384e306f9b0100000000000000b0ffffff01000000b0ffffff010000
V	P_ADD_DELEGATOR_TRAIL_1	P	tx	5a4150000200000050010000ed01000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000000909090909090909090909090909090909090909090909090909090909090909000000000000000032000000000000000100000000000000000000000000000001000000000000000202020202020202020202020202020202020202000000000303030303030303030303030303030303030303000000000d0100000003030303030303030303030303030303030303030303030303030303030303039bfeffff01000000dbfeffff01000000ebfeffff0100000043ffffff0100000000000000000000000505050505050505050505050505050505050505e803000000000000e87812000000000032000000000000000fffffff010000004fffffff0100000001000000000000000000000053ffffff010000005a41500002000000600000007000000000000000010000002a9444beac24a0bff18d8a00317b03aa70bb33461e9d649c8f384e53cdc3040470c47cc01acbf7c80e58c48bf3cd39488280ea2e369ce3c7079ab3384e306f9b0100000000000000b0ffffff01000000b0ffffff01000000ff
V	P_ADD_DELEGATOR_TRAIL_4	P	tx	5a4150000200000050010000ed01000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000000909090909090909090909090909090909090909090909090909090909090909000000000000000032000000000000000100000000000000000000000000000001000000000000000202020202020202020202020202020202020202000000000303030303030303030303030303030303030303000000000d0100000003030303030303030303030303030303030303030303030303030303030303039bfeffff01000000dbfeffff01000000ebfeffff0100000043ffffff0100000000000000000000000505050505050505050505050505050505050505e803000000000000e87812000000000032000000000000000fffffff010000004fffffff0100000001000000000000000000000053ffffff010000005a41500002000000600000007000000000000000010000002a9444beac24a0bff18d8a00317b03aa70bb33461e9d649c8f384e53cdc3040470c47cc01acbf7c80e58c48bf3cd39488280ea2e369ce3c7079ab3384e306f9b0100000000000000b0ffffff01000000b0ffffff01000000ffffffff
V	P_ADD_PERMISSIONLESS_VALIDATOR_TRUNC_QUARTER	P	tx	5a4150000200000068010000ce02000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c8000000000000000000000001000000000000
V	P_ADD_PERMISSIONLESS_VALIDATOR_TRUNC_HALF	P	tx	5a4150000200000068010000ce02000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000000909090909090909090909090909090909090909090909090909090909090909000000000000000032000000000000000100000000000000000000000000000001000000000000000202020202020202020202020202020202020202000000000303030303030303030303030303030303030303000000000404040404040404040404040404040404040404000000000e01000000030303030303030303030303030303030303030303030303030303030303030383feffff01000000c3feffff01000000d3fe
V	P_ADD_PERMISSIONLESS_VALIDATOR_TRUNC_MINUS1	P	tx	5a4150000200000068010000ce02000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000000909090909090909090909090909090909090909090909090909090909090909000000000000000032000000000000000100000000000000000000000000000001000000000000000202020202020202020202020202020202020202000000000303030303030303030303030303030303030303000000000404040404040404040404040404040404040404000000000e01000000030303030303030303030303030303030303030303030303030303030303030383feffff01000000c3feffff01000000d3feffff010000002bffffff0100000000000000000000000505050505050505050505050505050505050505e803000000000000e87812000000000032000000000000000606060606060606060606060606060606060606060606060606060606060606018e5a712e4cb2c51893c27ae19afb3455f3efcc66030dc25e13eb1afc2edf397317a0bb2d28a55513a32d7dcc404be3ba93de1c56e44e99ab094476d433e46a783178789a56b397bf3427c498890e22548513eb859ac294ffb12243bf83c75e1b10b269afb23686e0505d4893cfed7b4a627e4f74c5252bc80a385b2687c132ca102342722249e41ed9a4dac75596cf7246feffff0100000086feffff010000000100000000000000000000008afeffff010000000100000000000000000000008efeffff01000000204e00005a415000020000006000000070000000000000000100000035b9cea8d7bdd07b0a3e2b4381ab13a91d6278eeb9910f984e2b60182d152b1f6c79d5b1f1a95ff5b34df547da96264a7b33b5928ee436a5ce424c469d6b74700100000000000000b0ffffff01000000b0ffffff010000
V	P_ADD_PERMISSIONLESS_VALIDATOR_TRAIL_1	P	tx	5a4150000200000068010000ce02000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000000909090909090909090909090909090909090909090909090909090909090909000000000000000032000000000000000100000000000000000000000000000001000000000000000202020202020202020202020202020202020202000000000303030303030303030303030303030303030303000000000404040404040404040404040404040404040404000000000e01000000030303030303030303030303030303030303030303030303030303030303030383feffff01000000c3feffff01000000d3feffff010000002bffffff0100000000000000000000000505050505050505050505050505050505050505e803000000000000e87812000000000032000000000000000606060606060606060606060606060606060606060606060606060606060606018e5a712e4cb2c51893c27ae19afb3455f3efcc66030dc25e13eb1afc2edf397317a0bb2d28a55513a32d7dcc404be3ba93de1c56e44e99ab094476d433e46a783178789a56b397bf3427c498890e22548513eb859ac294ffb12243bf83c75e1b10b269afb23686e0505d4893cfed7b4a627e4f74c5252bc80a385b2687c132ca102342722249e41ed9a4dac75596cf7246feffff0100000086feffff010000000100000000000000000000008afeffff010000000100000000000000000000008efeffff01000000204e00005a415000020000006000000070000000000000000100000035b9cea8d7bdd07b0a3e2b4381ab13a91d6278eeb9910f984e2b60182d152b1f6c79d5b1f1a95ff5b34df547da96264a7b33b5928ee436a5ce424c469d6b74700100000000000000b0ffffff01000000b0ffffff01000000ff
V	P_ADD_PERMISSIONLESS_VALIDATOR_TRAIL_4	P	tx	5a4150000200000068010000ce02000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000000909090909090909090909090909090909090909090909090909090909090909000000000000000032000000000000000100000000000000000000000000000001000000000000000202020202020202020202020202020202020202000000000303030303030303030303030303030303030303000000000404040404040404040404040404040404040404000000000e01000000030303030303030303030303030303030303030303030303030303030303030383feffff01000000c3feffff01000000d3feffff010000002bffffff0100000000000000000000000505050505050505050505050505050505050505e803000000000000e87812000000000032000000000000000606060606060606060606060606060606060606060606060606060606060606018e5a712e4cb2c51893c27ae19afb3455f3efcc66030dc25e13eb1afc2edf397317a0bb2d28a55513a32d7dcc404be3ba93de1c56e44e99ab094476d433e46a783178789a56b397bf3427c498890e22548513eb859ac294ffb12243bf83c75e1b10b269afb23686e0505d4893cfed7b4a627e4f74c5252bc80a385b2687c132ca102342722249e41ed9a4dac75596cf7246feffff0100000086feffff010000000100000000000000000000008afeffff010000000100000000000000000000008efeffff01000000204e00005a415000020000006000000070000000000000000100000035b9cea8d7bdd07b0a3e2b4381ab13a91d6278eeb9910f984e2b60182d152b1f6c79d5b1f1a95ff5b34df547da96264a7b33b5928ee436a5ce424c469d6b74700100000000000000b0ffffff01000000b0ffffff01000000ffffffff
V	P_ADD_PERMISSIONLESS_DELEGATOR_TRUNC_QUARTER	P	tx	5a41500002000000500100000d0200000909090909090909090909090909090909090909090909090909090909090909000000000000000064000000000000000100000000000000000000000000000001000000000000000101010101010101010101010101010101010101000000000101010101010101010101010101010101010101010101010101010101010101000000000909090909090909090909
V	P_ADD_PERMISSIONLESS_DELEGATOR_TRUNC_HALF	P	tx	5a41500002000000500100000d02000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c8000000000000000000000001000000000000000000000000000000090909090909090909090909090909090909090909090909090909090909090900000000000000003200000000000000010000000000000000000000000000000100000000000000020202020202020202020202020202020202020200000000030303030303
V	P_ADD_PERMISSIONLESS_DELEGATOR_TRUNC_MINUS1	P	tx	5a41500002000000500100000d02000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000000909090909090909090909090909090909090909090909090909090909090909000000000000000032000000000000000100000000000000000000000000000001000000000000000202020202020202020202020202020202020202000000000303030303030303030303030303030303030303000000000f0100000003030303030303030303030303030303030303030303030303030303030303039bfeffff01000000dbfeffff01000000ebfeffff0100000043ffffff0100000000000000000000000505050505050505050505050505050505050505e803000000000000e87812000000000032000000000000000606060606060606060606060606060606060606060606060606060606060606effeffff010000002fffffff0100000001000000000000000000000033ffffff010000005a4150000200000060000000700000000000000001000000dd73a8c2f339701c750fa58efccd8bfa17edce4eb63ac9c1ee2c479dfda78eb119754177c6c9aaf31a5ab136bf36a8dcb7c71f4f015c07952de1b0c8aec2a0da0100000000000000b0ffffff01000000b0ffffff010000
V	P_ADD_PERMISSIONLESS_DELEGATOR_TRAIL_1	P	tx	5a41500002000000500100000d02000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000000909090909090909090909090909090909090909090909090909090909090909000000000000000032000000000000000100000000000000000000000000000001000000000000000202020202020202020202020202020202020202000000000303030303030303030303030303030303030303000000000f0100000003030303030303030303030303030303030303030303030303030303030303039bfeffff01000000dbfeffff01000000ebfeffff0100000043ffffff0100000000000000000000000505050505050505050505050505050505050505e803000000000000e87812000000000032000000000000000606060606060606060606060606060606060606060606060606060606060606effeffff010000002fffffff0100000001000000000000000000000033ffffff010000005a4150000200000060000000700000000000000001000000dd73a8c2f339701c750fa58efccd8bfa17edce4eb63ac9c1ee2c479dfda78eb119754177c6c9aaf31a5ab136bf36a8dcb7c71f4f015c07952de1b0c8aec2a0da0100000000000000b0ffffff01000000b0ffffff01000000ff
V	P_ADD_PERMISSIONLESS_DELEGATOR_TRAIL_4	P	tx	5a41500002000000500100000d02000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000000909090909090909090909090909090909090909090909090909090909090909000000000000000032000000000000000100000000000000000000000000000001000000000000000202020202020202020202020202020202020202000000000303030303030303030303030303030303030303000000000f0100000003030303030303030303030303030303030303030303030303030303030303039bfeffff01000000dbfeffff01000000ebfeffff0100000043ffffff0100000000000000000000000505050505050505050505050505050505050505e803000000000000e87812000000000032000000000000000606060606060606060606060606060606060606060606060606060606060606effeffff010000002fffffff0100000001000000000000000000000033ffffff010000005a4150000200000060000000700000000000000001000000dd73a8c2f339701c750fa58efccd8bfa17edce4eb63ac9c1ee2c479dfda78eb119754177c6c9aaf31a5ab136bf36a8dcb7c71f4f015c07952de1b0c8aec2a0da0100000000000000b0ffffff01000000b0ffffff01000000ffffffff
V	P_REGISTER_L1_VALIDATOR_TRUNC_QUARTER	P	tx	5a41500002000000d80000004003000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000001001000000030303030303030303030303030303
V	P_REGISTER_L1_VALIDATOR_TRUNC_HALF	P	tx	5a41500002000000d80000004003000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000001001000000030303030303030303030303030303030303030303030303030303030303030313ffffff0100000053ffffff0100000063ffffff01000000bbffffff01000000000000000000000009030000000000008fe4dba033e2bda55a2533df649c5392faa0c1e414c7f1f419197528b2ac0f61c2360a74c2b55997e0c428ffa446b49701979803d45c0babc8f0f9d59f0959f5d683270043157f02913629333b1442889e45e0a3d62584fe5679df2ca19da7b808000000ab0100005a4150000200000010000000ab0100001000000011010000190100007a0000005a41500002000000100000001101000001000000060606060606060606060606060606
V	P_REGISTER_L1_VALIDATOR_TRUNC_MINUS1	P	tx	5a41500002000000d80000004003000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000001001000000030303030303030303030303030303030303030303030303030303030303030313ffffff0100000053ffffff0100000063ffffff01000000bbffffff01000000000000000000000009030000000000008fe4dba033e2bda55a2533df649c5392faa0c1e414c7f1f419197528b2ac0f61c2360a74c2b55997e0c428ffa446b49701979803d45c0babc8f0f9d59f0959f5d683270043157f02913629333b1442889e45e0a3d62584fe5679df2ca19da7b808000000ab0100005a4150000200000010000000ab0100001000000011010000190100007a0000005a41500002000000100000001101000001000000060606060606060606060606060606060606060606060606060606060606060608000000d50000005a4150000200000040000000d50000000101010101010101010101010101010101010101000000000202020202020202020202020202020202020202000000000106060606060606060606060606060606060606060606060606060606060606068e5a712e4cb2c51893c27ae19afb3455f3efcc66030dc25e13eb1afc2edf397317a0bb2d28a55513a32d7dcc404be3ba6837e10100000000640000000000000020000000140000000100000063ffffff01000000010000006fffffff0100000005050505050505050505050505050505050505055a41500002000000100000007a00000000a52b3695a74f6920cd38b43c6bb3b1b950a2b5b0b2ef59ec8035f63df1b7d5690bdf1b6b4c990ab0197c3fb91e4d51c702b4c3333bcbd46bebf03d2a98f69b5262a1058caabb043f3047d9391dd8e59709e68e6a9487adff797cb23087c49bce0800000001000000805a4150000200000060000000700000000000000001000000d1c6f02a88f3ecb66ddf8d1c33f87d761a5829fc6aac9f4ebe5aede1956ac0066cd8df747d7ef2e677c8baf054d6d5bed48da1ec943b6c4a7035aaf7cf0e35cd0000000000000000b0ffffff01000000b0ffffff010000
V	P_REGISTER_L1_VALIDATOR_TRAIL_1	P	tx	5a41500002000000d80000004003000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000001001000000030303030303030303030303030303030303030303030303030303030303030313ffffff0100000053ffffff0100000063ffffff01000000bbffffff01000000000000000000000009030000000000008fe4dba033e2bda55a2533df649c5392faa0c1e414c7f1f419197528b2ac0f61c2360a74c2b55997e0c428ffa446b49701979803d45c0babc8f0f9d59f0959f5d683270043157f02913629333b1442889e45e0a3d62584fe5679df2ca19da7b808000000ab0100005a4150000200000010000000ab0100001000000011010000190100007a0000005a41500002000000100000001101000001000000060606060606060606060606060606060606060606060606060606060606060608000000d50000005a4150000200000040000000d50000000101010101010101010101010101010101010101000000000202020202020202020202020202020202020202000000000106060606060606060606060606060606060606060606060606060606060606068e5a712e4cb2c51893c27ae19afb3455f3efcc66030dc25e13eb1afc2edf397317a0bb2d28a55513a32d7dcc404be3ba6837e10100000000640000000000000020000000140000000100000063ffffff01000000010000006fffffff0100000005050505050505050505050505050505050505055a41500002000000100000007a00000000a52b3695a74f6920cd38b43c6bb3b1b950a2b5b0b2ef59ec8035f63df1b7d5690bdf1b6b4c990ab0197c3fb91e4d51c702b4c3333bcbd46bebf03d2a98f69b5262a1058caabb043f3047d9391dd8e59709e68e6a9487adff797cb23087c49bce0800000001000000805a4150000200000060000000700000000000000001000000d1c6f02a88f3ecb66ddf8d1c33f87d761a5829fc6aac9f4ebe5aede1956ac0066cd8df747d7ef2e677c8baf054d6d5bed48da1ec943b6c4a7035aaf7cf0e35cd0000000000000000b0ffffff01000000b0ffffff01000000ff
V	P_REGISTER_L1_VALIDATOR_TRAIL_4	P	tx	5a41500002000000d80000004003000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000001001000000030303030303030303030303030303030303030303030303030303030303030313ffffff0100000053ffffff0100000063ffffff01000000bbffffff01000000000000000000000009030000000000008fe4dba033e2bda55a2533df649c5392faa0c1e414c7f1f419197528b2ac0f61c2360a74c2b55997e0c428ffa446b49701979803d45c0babc8f0f9d59f0959f5d683270043157f02913629333b1442889e45e0a3d62584fe5679df2ca19da7b808000000ab0100005a4150000200000010000000ab0100001000000011010000190100007a0000005a41500002000000100000001101000001000000060606060606060606060606060606060606060606060606060606060606060608000000d50000005a4150000200000040000000d50000000101010101010101010101010101010101010101000000000202020202020202020202020202020202020202000000000106060606060606060606060606060606060606060606060606060606060606068e5a712e4cb2c51893c27ae19afb3455f3efcc66030dc25e13eb1afc2edf397317a0bb2d28a55513a32d7dcc404be3ba6837e10100000000640000000000000020000000140000000100000063ffffff01000000010000006fffffff0100000005050505050505050505050505050505050505055a41500002000000100000007a00000000a52b3695a74f6920cd38b43c6bb3b1b950a2b5b0b2ef59ec8035f63df1b7d5690bdf1b6b4c990ab0197c3fb91e4d51c702b4c3333bcbd46bebf03d2a98f69b5262a1058caabb043f3047d9391dd8e59709e68e6a9487adff797cb23087c49bce0800000001000000805a4150000200000060000000700000000000000001000000d1c6f02a88f3ecb66ddf8d1c33f87d761a5829fc6aac9f4ebe5aede1956ac0066cd8df747d7ef2e677c8baf054d6d5bed48da1ec943b6c4a7035aaf7cf0e35cd0000000000000000b0ffffff01000000b0ffffff01000000ffffffff
V	P_SET_L1_VALIDATOR_WEIGHT_TRUNC_QUARTER	P	tx	5a41500002000000d80000004402000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909
V	P_SET_L1_VALIDATOR_WEIGHT_TRUNC_HALF	P	tx	5a41500002000000d80000004402000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000001101000000030303030303030303030303030303030303030303030303030303030303030313ffffff0100000053ffffff0100000063ffffff01000000bbffffff01000000000000000000000008000000170100005a415000020000001000000017010000100000007d000000850000007a0000005a41500002000000100000007d
V	P_SET_L1_VALIDATOR_WEIGHT_TRUNC_MINUS1	P	tx	5a41500002000000d80000004402000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000001101000000030303030303030303030303030303030303030303030303030303030303030313ffffff0100000053ffffff0100000063ffffff01000000bbffffff01000000000000000000000008000000170100005a415000020000001000000017010000100000007d000000850000007a0000005a41500002000000100000007d00000001000000060606060606060606060606060606060606060606060606060606060606060608000000410000005a415000020000001000000041000000030d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0100000000000000c8000000000000005a41500002000000100000007a00000000b1bdb5873a7534c3913a4f9a1552a2797a1170defb68c781b3fea8269403e5168ef877d5a1f71c75eb0a29f6e10b2408050b0d519b8b477224e719cc473ca9e2846d80451cdc678d3639b3f5fa5ea768b439603be4f85d902f51e8c87bb0ea850800000001000000805a4150000200000060000000700000000000000001000000db540c611f912ad18725412ed0b3aaac90b5b3b57d16d6f55be79796ec248bef196c18e8ae90efb34b7179ff2aa9ba48d8e439b0763a06c677c12ba8eadcf1db0100000000000000b0ffffff01000000b0ffffff010000
V	P_SET_L1_VALIDATOR_WEIGHT_TRAIL_1	P	tx	5a41500002000000d80000004402000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000001101000000030303030303030303030303030303030303030303030303030303030303030313ffffff0100000053ffffff0100000063ffffff01000000bbffffff01000000000000000000000008000000170100005a415000020000001000000017010000100000007d000000850000007a0000005a41500002000000100000007d00000001000000060606060606060606060606060606060606060606060606060606060606060608000000410000005a415000020000001000000041000000030d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0100000000000000c8000000000000005a41500002000000100000007a00000000b1bdb5873a7534c3913a4f9a1552a2797a1170defb68c781b3fea8269403e5168ef877d5a1f71c75eb0a29f6e10b2408050b0d519b8b477224e719cc473ca9e2846d80451cdc678d3639b3f5fa5ea768b439603be4f85d902f51e8c87bb0ea850800000001000000805a4150000200000060000000700000000000000001000000db540c611f912ad18725412ed0b3aaac90b5b3b57d16d6f55be79796ec248bef196c18e8ae90efb34b7179ff2aa9ba48d8e439b0763a06c677c12ba8eadcf1db0100000000000000b0ffffff01000000b0ffffff01000000ff
V	P_SET_L1_VALIDATOR_WEIGHT_TRAIL_4	P	tx	5a41500002000000d80000004402000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c80000000000000000000000010000000000000000000000000000001101000000030303030303030303030303030303030303030303030303030303030303030313ffffff0100000053ffffff0100000063ffffff01000000bbffffff01000000000000000000000008000000170100005a415000020000001000000017010000100000007d000000850000007a0000005a41500002000000100000007d00000001000000060606060606060606060606060606060606060606060606060606060606060608000000410000005a415000020000001000000041000000030d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0d0100000000000000c8000000000000005a41500002000000100000007a00000000b1bdb5873a7534c3913a4f9a1552a2797a1170defb68c781b3fea8269403e5168ef877d5a1f71c75eb0a29f6e10b2408050b0d519b8b477224e719cc473ca9e2846d80451cdc678d3639b3f5fa5ea768b439603be4f85d902f51e8c87bb0ea850800000001000000805a4150000200000060000000700000000000000001000000db540c611f912ad18725412ed0b3aaac90b5b3b57d16d6f55be79796ec248bef196c18e8ae90efb34b7179ff2aa9ba48d8e439b0763a06c677c12ba8eadcf1db0100000000000000b0ffffff01000000b0ffffff01000000ffffffff
V	P_INCREASE_L1_VALIDATOR_BALANCE_TRUNC_QUARTER	P	tx	5a41500002000000d80000004d0100000909090909090909090909090909090909090909090909090909090909090909000000000000000064000000000000000100000000000000000000000000000001000000000000000101010101010101010101010101010101010101000000
V	P_INCREASE_L1_VALIDATOR_BALANCE_TRUNC_HALF	P	tx	5a41500002000000d80000004d01000009090909090909090909090909090909090909090909090909090909090909090000000000000000640000000000000001000000000000000000000000000000010000000000000001010101010101010101010101010101010101010000000001010101010101010101010101010101010101010101010101010101010101010000000009090909090909090909090909090909090909090909090909090909090909090000000000000000c8000000000000000000000001000000000000000000000000000000120100000003
